id,name,type,organ,ontology_id
CL:0000057,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0001496,ascending aorta,AS,blood_vasculature,UBERON:0001496
CL:0000071$$21,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$22,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$23,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$24,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0001508,arch of aorta,AS,blood_vasculature,UBERON:0001508
CL:0000071$$25,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$26,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$27,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$28,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0001529,brachiocephalic artery,AS,blood_vasculature,UBERON:0001529
CL:0000071$$29,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$30,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$31,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$32,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0001531,right common carotid artery plus branches,AS,blood_vasculature,UBERON:0001531
CL:0000071$$33,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$34,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$35,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$36,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0001534,right subclavian artery,AS,blood_vasculature,UBERON:0001534
CL:0000071$$37,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$38,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$39,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$40,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0001530,common carotid artery plus branches,AS,blood_vasculature,UBERON:0001530
CL:0000071$$41,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$42,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$43,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$44,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0001070,external carotid artery,AS,blood_vasculature,UBERON:0001070
CL:0000071$$45,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$46,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$47,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$48,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:49497,Ascending pharyngeal artery,AS,blood_vasculature,FMA:49497
CL:0000071$$49,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$50,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$51,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$52,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:49506,Inferior tympanic artery,AS,blood_vasculature,FMA:49506
CL:0000071$$53,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$54,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$55,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$56,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:neuromeningeal-trunk,neuromeningeal trunk,AS,blood_vasculature,ASCTB-TEMP:neuromeningeal-trunk
CL:0000071$$57,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$58,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$59,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$60,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:hypoglossal-branch-of-ascending-pharyngeal-artery,hypoglossal branch of ascending pharyngeal artery,AS,blood_vasculature,ASCTB-TEMP:hypoglossal-branch-of-ascending-pharyngeal-artery
CL:0000071$$61,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$62,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$63,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$64,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:jugular-branch-of-ascending-pharyngeal-artery,jugular branch of ascending pharyngeal artery,AS,blood_vasculature,ASCTB-TEMP:jugular-branch-of-ascending-pharyngeal-artery
CL:0000071$$65,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$66,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$67,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$68,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:odontoid-arcade,odontoid arcade,AS,blood_vasculature,ASCTB-TEMP:odontoid-arcade
CL:0000071$$69,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$70,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$71,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$72,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0010249,posterior meningeal artery,AS,blood_vasculature,UBERON:0010249
CL:0000071$$73,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$74,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$75,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$76,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:pharyngeal-trunk,pharyngeal trunk,AS,blood_vasculature,ASCTB-TEMP:pharyngeal-trunk
CL:0000071$$77,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$78,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$79,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$80,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:eustachian-branch-of-ascending-pharyngeal-artery,eustachian branch of ascending pharyngeal artery,AS,blood_vasculature,ASCTB-TEMP:eustachian-branch-of-ascending-pharyngeal-artery
CL:0000071$$81,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$82,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$83,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$84,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:inferior-pharyngeal-artery,inferior pharyngeal artery,AS,blood_vasculature,ASCTB-TEMP:inferior-pharyngeal-artery
CL:0000071$$85,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$86,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$87,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$88,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:middle-pharyngeal-artery,middle pharyngeal artery,AS,blood_vasculature,ASCTB-TEMP:middle-pharyngeal-artery
CL:0000071$$89,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$90,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$91,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$92,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:superior-pharyngeal-artery,superior pharyngeal artery,AS,blood_vasculature,ASCTB-TEMP:superior-pharyngeal-artery
CL:0000071$$93,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$94,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$95,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$96,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:pterygovaginal-artery,pterygovaginal artery,AS,blood_vasculature,ASCTB-TEMP:pterygovaginal-artery
CL:0000071$$97,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$98,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$99,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$100,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0001612,facial artery,AS,blood_vasculature,UBERON:0001612
CL:0000071$$101,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$102,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$103,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$104,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0010408,ocular angle artery,AS,blood_vasculature,UBERON:0010408
CL:0000071$$105,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$106,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$107,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$108,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:49555,Ascending palatine artery,AS,blood_vasculature,FMA:49555
CL:0000071$$109,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$110,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$111,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$112,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:71675,Set of glandular branches of facial artery,AS,blood_vasculature,FMA:71675
CL:0000071$$113,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$114,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$115,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$116,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0003471,artery of lower lip,AS,blood_vasculature,UBERON:0003471
CL:0000071$$117,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$118,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$119,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$120,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:49580,Lateral nasal artery,AS,blood_vasculature,FMA:49580
CL:0000071$$121,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$122,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$123,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$124,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:49561,Submental artery,AS,blood_vasculature,FMA:49561
CL:0000071$$125,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$126,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$127,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$128,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0003470,artery of upper lip,AS,blood_vasculature,UBERON:0003470
CL:0000071$$129,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$130,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$131,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$132,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:49558,Tonsillar artery,AS,blood_vasculature,FMA:49558
CL:0000071$$133,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$134,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$135,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$136,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0001610,lingual artery,AS,blood_vasculature,UBERON:0001610
CL:0000071$$137,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$138,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$139,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$140,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:49532,Third part of lingual artery,AS,blood_vasculature,FMA:49532
CL:0000071$$141,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$142,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$143,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$144,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:49546,Dorsal lingual artery,AS,blood_vasculature,FMA:49546
CL:0000071$$145,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$146,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$147,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$148,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0001611,sublingual artery,AS,blood_vasculature,UBERON:0001611
CL:0000071$$149,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$150,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$151,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$152,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0001616,maxillary artery,AS,blood_vasculature,UBERON:0001616
CL:0000071$$153,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$154,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$155,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$156,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:79467,Accessory meningeal artery,AS,blood_vasculature,FMA:79467
CL:0000071$$157,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$158,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$159,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$160,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0009654,alveolar artery,AS,blood_vasculature,UBERON:0009654
CL:0000071$$161,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$162,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$163,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$164,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:49745,Anterior deep temporal artery,AS,blood_vasculature,FMA:49745
CL:0000071$$165,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$166,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$167,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$168,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:49692,Anterior tympanic artery,AS,blood_vasculature,FMA:49692
CL:0000071$$169,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$170,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$171,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$172,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:85528,Artery of pterygoid canal,AS,blood_vasculature,FMA:85528
CL:0000071$$173,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$174,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$175,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$176,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0001618,buccal artery,AS,blood_vasculature,UBERON:0001618
CL:0000071$$177,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$178,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$179,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$180,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0014695,deep auricular artery,AS,blood_vasculature,UBERON:0014695
CL:0000071$$181,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$182,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$183,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$184,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:49791,Descending palatine artery,AS,blood_vasculature,FMA:49791
CL:0000071$$185,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$186,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$187,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$188,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0006664,greater palatine artery,AS,blood_vasculature,UBERON:0006664
CL:0000071$$189,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$190,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$191,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$192,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:49796,Lesser palatine artery,AS,blood_vasculature,FMA:49796
CL:0000071$$193,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$194,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$195,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$196,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0014693,inferior alveolar artery,AS,blood_vasculature,UBERON:0014693
CL:0000071$$197,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$198,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$199,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$200,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:incisor-artery,incisor artery,AS,blood_vasculature,ASCTB-TEMP:incisor-artery
CL:0000071$$201,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$202,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$203,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$204,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0001617,mental artery,AS,blood_vasculature,UBERON:0001617
CL:0000071$$205,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$206,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$207,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$208,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0004646,infraorbital artery,AS,blood_vasculature,UBERON:0004646
CL:0000071$$209,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$210,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$211,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$212,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:49771,Anterior superior alveolar artery,AS,blood_vasculature,FMA:49771
CL:0000071$$213,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$214,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$215,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$216,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0013648,masseteric artery,AS,blood_vasculature,UBERON:0013648
CL:0000071$$217,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$218,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$219,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$220,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0010250,middle meningeal artery,AS,blood_vasculature,UBERON:0010250
CL:0000071$$221,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$222,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$223,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$224,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:0327481,Pharyngeal branch of the maxillary artery,AS,blood_vasculature,FMA:0327481
CL:0000071$$225,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$226,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$227,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$228,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:49746,Posterior deep temporal artery,AS,blood_vasculature,FMA:49746
CL:0000071$$229,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$230,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$231,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$232,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0018397,posterior superior alveolar artery,AS,blood_vasculature,UBERON:0018397
CL:0000071$$233,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$234,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$235,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$236,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:49751,Pterygoid branch of maxillary artery,AS,blood_vasculature,FMA:49751
CL:0000071$$237,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$238,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$239,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$240,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:49804,Sphenopalatine artery,AS,blood_vasculature,FMA:49804
CL:0000071$$241,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$242,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$243,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$244,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:posterior-lateral-nasal-branch-of-sphenopalatine-artery,posterior lateral nasal branch of sphenopalatine artery,AS,blood_vasculature,ASCTB-TEMP:posterior-lateral-nasal-branch-of-sphenopalatine-artery
CL:0000071$$245,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$246,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$247,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$248,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:49809,Posterior septal branch of sphenopalatine artery,AS,blood_vasculature,FMA:49809
CL:0000071$$249,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$250,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$251,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$252,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0001613,occipital artery,AS,blood_vasculature,UBERON:0001613
CL:0000071$$253,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$254,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$255,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$256,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:49602,Auricular branch of occipital artery,AS,blood_vasculature,FMA:49602
CL:0000071$$257,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$258,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$259,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$260,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:49608,Descending branch of occipital artery,AS,blood_vasculature,FMA:49608
CL:0000071$$261,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$262,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$263,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$264,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:49599,Mastoid artery,AS,blood_vasculature,FMA:49599
CL:0000071$$265,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
